Area,Room,Parking,Warehouse,Elevator,Price,Price(USD)
156,3,True,True,True,9400000000.0,313333.33
171,3,True,True,True,14000000000.0,466666.67
58,2,True,True,False,2080000000.0,69333.33
88,2,True,True,True,2024000000.0,67466.67
190,3,True,True,True,24700000000.0,823333.33
61,1,True,True,False,2180000000.0,72666.67
165,3,True,True,True,17200000000.0,573333.33
235,3,True,True,True,26500000000.0,883333.33
87,2,True,True,True,670000000.0,22333.33
121,3,True,True,True,630000000.0,21000.0
105,2,True,True,True,955000000.0,31833.33
100,3,True,True,True,500000000.0,16666.67
105,2,True,True,True,980000000.0,32666.67
69,2,True,True,True,2050000000.0,68333.33
115,2,True,True,True,13000000000.0,433333.33
157,3,True,True,True,18500000000.0,616666.67
145,3,True,True,True,7541000000.0,251366.67
160,3,True,True,True,10700000000.0,356666.67
261,4,True,True,True,26000000000.0,866666.67
145,3,True,True,True,11000000000.0,366666.67
51,1,False,True,True,1275000000.0,42500.0
87,2,True,True,True,490000000.0,16333.33
116,2,True,True,True,4350000000.0,145000.0
95,2,True,True,True,2280000000.0,76000.0
75,2,True,True,True,2250000000.0,75000.0
86,2,True,True,True,1978000000.0,65933.33
95,2,True,True,True,4200000000.0,140000.0
85,2,True,True,True,1955000000.0,65166.67
88,2,True,True,True,2024000000.0,67466.67
93,2,True,True,True,2139000000.0,71300.0
70,2,True,True,True,1630000000.0,54333.33
140,3,True,True,True,9800000000.0,326666.67
81,2,True,True,True,4000000000.0,133333.33
109,2,True,True,True,3500000000.0,116666.67
122,2,True,True,True,7000000000.0,233333.33
70,1,True,True,True,3100000000.0,103333.33
60,1,True,True,True,2450000000.0,81666.67
53,1,True,True,False,1920000000.0,64000.0
45,1,False,False,False,1200000000.0,40000.0
58,1,True,True,False,1900000000.0,63333.33
140,3,True,True,True,4400000000.0,146666.67
100,2,True,True,True,3580000000.0,119333.33
96,2,True,True,True,3750000000.0,125000.0
79,2,True,True,True,2850000000.0,95000.0
125,3,True,True,True,3750000000.0,125000.0
75,2,True,True,True,3050000000.0,101666.67
145,2,True,True,True,4500000000.0,150000.0
102,2,True,True,False,4520000000.0,150666.67
115,2,True,True,True,4350000000.0,145000.0
140,3,True,True,True,8500000000.0,283333.33
66,1,True,True,True,3300000000.0,110000.0
161,3,True,True,True,8350000000.0,278333.33
102,2,True,True,True,4500000000.0,150000.0
145,4,True,True,True,5100000000.0,170000.0
95,2,True,True,True,2970000000.0,99000.0
78,2,True,True,True,460000000.0,15333.33
90,2,True,True,True,3150000000.0,105000.0
66,1,True,True,False,1090000000.0,36333.33
48,1,True,True,True,810000000.0,27000.0
85,2,True,True,True,3200000000.0,106666.67
63,1,True,True,True,2000000000.0,66666.67
105,2,True,True,True,1035000000.0,34500.0
55,1,True,True,False,1090000000.0,36333.33
103,2,True,True,True,1035000000.0,34500.0
155,3,True,True,True,10000000000.0,333333.33
101,2,True,True,True,1035000000.0,34500.0
106,2,True,True,False,1245000000.0,41500.0
100,2,True,True,True,1035000000.0,34500.0
77,2,True,True,True,2650000000.0,88333.33
66,2,True,True,True,2700000000.0,90000.0
105,3,True,True,True,3600000000.0,120000.0
117,2,True,True,True,6500000000.0,216666.67
118,2,True,True,True,3900000000.0,130000.0
151,3,True,True,True,1510000000.0,50333.33
" 16,160,000,000 ",3,True,True,True,16160000000.0,538666.67
86,2,True,True,True,500000000.0,16666.67
85,2,True,True,True,600000000.0,20000.0
86,2,True,True,True,750000000.0,25000.0
86,2,True,True,True,600000000.0,20000.0
75,2,True,True,True,3300000000.0,110000.0
200,3,True,True,True,20000000000.0,666666.67
46,1,True,True,False,450000000.0,15000.0
98,2,True,True,True,570000000.0,19000.0
90,2,True,True,True,6700000000.0,223333.33
70,2,True,True,True,2950000000.0,98333.33
40,1,True,True,True,350000000.0,11666.67
58,1,True,True,True,2750000000.0,91666.67
90,2,True,True,True,4590000000.0,153000.0
78,2,True,True,True,3300000000.0,110000.0
200,3,True,True,True,20000000000.0,666666.67
82,2,True,True,True,4200000000.0,140000.0
115,3,True,True,True,7485000000.0,249500.0
125,2,True,True,True,11250000000.0,375000.0
107,2,True,True,True,9200000000.0,306666.67
55,1,False,True,False,850000000.0,28333.33
50,1,True,True,True,1500000000.0,50000.0
75,2,True,True,True,60000000.0,2000.0
420,5,True,True,False,11000000000.0,366666.67
225,4,True,True,False,5500000000.0,183333.33
230,3,True,True,True,13800000000.0,460000.0
147,3,True,True,True,11500000000.0,383333.33
97,2,True,True,True,900000000.0,30000.0
145,3,True,True,True,12300000000.0,410000.0
50,1,True,True,False,1750000000.0,58333.33
117,2,True,True,True,6100000000.0,203333.33
72,1,True,True,False,730000000.0,24333.33
161,3,True,True,True,13000000000.0,433333.33
400,5,True,True,True,18500000000.0,616666.67
230,3,True,True,True,23000000000.0,766666.67
170,3,True,True,True,7950000000.0,265000.0
58,1,True,True,True,2050000000.0,68333.33
57,1,True,True,True,1950000000.0,65000.0
115,3,True,True,True,8100000000.0,270000.0
50,1,True,True,True,1200000000.0,40000.0
84,2,True,True,False,850000000.0,28333.33
78,2,False,True,False,580000000.0,19333.33
64,2,True,True,False,960000000.0,32000.0
113,2,True,True,True,6500000000.0,216666.67
175,3,True,True,True,9450000000.0,315000.0
111,2,True,True,True,6050000000.0,201666.67
128,3,True,True,True,6500000000.0,216666.67
200,4,True,True,True,14000000000.0,466666.67
131,2,True,True,True,7980000000.0,266000.0
105,3,True,True,True,6000000000.0,200000.0
87,2,True,True,True,650000000.0,21666.67
61,2,True,True,False,1100000000.0,36666.67
140,3,True,True,True,6300000000.0,210000.0
185,3,True,True,True,9000000000.0,300000.0
122,2,True,True,True,7900000000.0,263333.33
69,2,True,True,True,3795000000.0,126500.0
95,2,True,True,True,6700000000.0,223333.33
90,2,True,True,True,4000000000.0,133333.33
57,1,True,True,True,1600000000.0,53333.33
400,3,True,True,False,2000000000.0,66666.67
81,2,True,True,False,1109700000.0,36990.0
94,2,True,True,True,1250000000.0,41666.67
134,2,True,True,True,1608000000.0,53600.0
74,2,False,False,True,315000000.0,10500.0
44,1,True,True,False,585000000.0,19500.0
100,2,True,True,True,3250000000.0,108333.33
175,3,True,True,True,9300000000.0,310000.0
54,2,True,True,False,1850000000.0,61666.67
96,2,True,True,True,2210000000.0,73666.67
90,2,True,True,True,2400000000.0,80000.0
90,2,True,True,True,3170000000.0,105666.67
68,2,False,False,False,1100000000.0,36666.67
68,2,False,False,False,1100000000.0,36666.67
90,2,True,True,True,3200000000.0,106666.67
97,2,True,True,True,4700000000.0,156666.67
78,2,True,True,False,2730000000.0,91000.0
125,3,True,True,True,5550000000.0,185000.0
97,2,True,True,True,5950000000.0,198333.33
100,2,True,True,True,6200000000.0,206666.67
63,2,True,True,True,2100000000.0,70000.0
57,1,True,True,True,2000000000.0,66666.67
80,2,True,True,True,1390000000.0,46333.33
88,2,True,True,True,1574000000.0,52466.67
94,2,True,True,True,1712000000.0,57066.67
109,3,True,True,True,4230000000.0,141000.0
78,2,True,True,True,3300000000.0,110000.0
250,3,True,True,True,32500000000.0,1083333.33
140,3,True,True,True,6800000000.0,226666.67
100,2,True,True,True,500000000.0,16666.67
95,2,True,True,True,3150000000.0,105000.0
85,2,True,True,True,1150000000.0,38333.33
83,2,True,True,True,2575000000.0,85833.33
100,2,True,True,True,5500000000.0,183333.33
60,2,True,True,True,3450000000.0,115000.0
82,2,True,True,True,3050000000.0,101666.67
150,3,True,True,True,2800000000.0,93333.33
49,1,True,True,False,460000000.0,15333.33
216,4,True,True,False,5700000000.0,190000.0
" 1,000 ",2,True,True,False,7000000000.0,233333.33
77,2,False,False,False,440000000.0,14666.67
63,1,True,True,True,2080000000.0,69333.33
125,3,True,True,False,1300000000.0,43333.33
45,1,True,True,True,1900000000.0,63333.33
135,3,True,True,True,7500000000.0,250000.0
80,2,True,False,True,4700000000.0,156666.67
155,3,True,True,True,9800000000.0,326666.67
125,3,True,True,True,6300000000.0,210000.0
95,2,True,True,True,6250000000.0,208333.33
85,2,True,True,True,4500000000.0,150000.0
110,2,True,True,True,8100000000.0,270000.0
680,5,True,True,False,81600000000.0,2720000.0
63,1,True,True,True,2350000000.0,78333.33
60,1,True,True,True,3600000000.0,120000.0
210,3,True,True,True,14000000000.0,466666.67
145,3,True,True,True,11600000000.0,386666.67
171,3,True,True,True,8900000000.0,296666.67
55,1,True,True,True,1830000000.0,61000.0
140,3,True,True,True,7700000000.0,256666.67
147,3,True,True,True,8700000000.0,290000.0
83,2,True,True,True,2400000000.0,80000.0
105,2,True,True,True,514000000.0,17133.33
55,1,True,True,True,2000000000.0,66666.67
750,5,True,True,True,75000000000.0,2500000.0
62,2,True,True,True,2100000000.0,70000.0
55,1,True,True,True,1900000000.0,63333.33
75,2,True,True,False,1950000000.0,65000.0
95,2,True,True,True,4200000000.0,140000.0
89,2,True,True,True,3620000000.0,120666.67
202,3,True,True,True,7474000000.0,249133.33
51,1,True,True,False,1720000000.0,57333.33
400,1,True,False,False,3000000000.0,100000.0
145,3,True,True,True,7600000000.0,253333.33
115,3,True,True,True,5000000000.0,166666.67
130,3,True,True,True,8450000000.0,281666.67
62,1,False,True,False,950000000.0,31666.67
94,2,True,True,True,3160000000.0,105333.33
87,2,True,True,True,726000000.0,24200.0
51,2,False,True,True,1050000000.0,35000.0
95,2,True,True,True,2870000000.0,95666.67
80,2,True,True,True,2150000000.0,71666.67
145,3,True,True,True,4300000000.0,143333.33
155,3,True,True,True,9300000000.0,310000.0
88,2,True,True,True,3940000000.0,131333.33
175,3,True,True,True,15225000000.0,507500.0
94,2,True,True,True,4700000000.0,156666.67
89,2,True,True,True,3300000000.0,110000.0
62,2,True,True,False,3400000000.0,113333.33
136,3,True,True,True,7550000000.0,251666.67
60,1,True,True,True,2450000000.0,81666.67
120,3,True,True,True,5000000000.0,166666.67
137,3,True,True,True,1750000000.0,58333.33
160,3,True,True,True,12500000000.0,416666.67
110,2,True,True,True,8800000000.0,293333.33
71,2,True,True,False,940000000.0,31333.33
155,3,True,True,True,10000000000.0,333333.33
80,2,True,True,False,1110000000.0,37000.0
84,3,True,True,True,1590000000.0,53000.0
77,2,True,True,True,5544000000.0,184800.0
74,2,True,True,True,4100000000.0,136666.67
130,3,True,True,True,5400000000.0,180000.0
70,2,True,True,True,2400000000.0,80000.0
75,2,False,True,True,389000000.0,12966.67
83,2,True,False,True,5000000000.0,166666.67
65,1,True,True,True,3500000000.0,116666.67
62,1,False,True,False,1100000000.0,36666.67
140,3,True,True,True,1484000000.0,49466.67
235,3,True,True,True,25900000000.0,863333.33
102,2,True,True,True,8100000000.0,270000.0
138,3,True,True,True,1242000000.0,41400.0
49,1,True,True,False,380000000.0,12666.67
250,3,True,True,False,45000000000.0,1500000.0
48,1,True,True,False,995000000.0,33166.67
68,2,True,True,False,1550000000.0,51666.67
128,3,True,True,True,5200000000.0,173333.33
60,1,True,True,True,1380000000.0,46000.0
85,2,True,True,True,3200000000.0,106666.67
85,2,True,True,True,565000000.0,18833.33
78,2,True,False,False,550000000.0,18333.33
38,1,True,True,False,850000000.0,28333.33
92,2,True,False,True,2760000000.0,92000.0
95,2,True,True,True,4650000000.0,155000.0
105,3,True,True,True,3900000000.0,130000.0
92,2,False,False,True,550000000.0,18333.33
76,2,True,True,False,2400000000.0,80000.0
85,2,True,True,True,1250000000.0,41666.67
161,3,True,True,True,15350000000.0,511666.67
85,2,True,True,True,1250000000.0,41666.67
50,1,True,False,True,750000000.0,25000.0
78,2,True,True,True,2650000000.0,88333.33
54,1,True,True,True,2150000000.0,71666.67
100,2,True,True,True,3800000000.0,126666.67
100,2,True,True,True,3500000000.0,116666.67
110,3,True,True,True,2330000000.0,77666.67
57,1,True,True,True,2050000000.0,68333.33
63,2,True,True,False,870000000.0,29000.0
100,2,True,True,True,3600000000.0,120000.0
80,1,False,True,False,560000000.0,18666.67
115,2,True,True,True,4200000000.0,140000.0
68,1,True,True,False,1950000000.0,65000.0
75,2,True,True,True,2350000000.0,78333.33
48,1,True,True,False,1900000000.0,63333.33
75,2,True,True,False,2450000000.0,81666.67
115,2,True,True,True,5000000000.0,166666.67
106,2,True,True,True,3500000000.0,116666.67
56,1,True,True,True,1980000000.0,66000.0
58,1,True,True,True,2080000000.0,69333.33
95,2,True,True,True,3700000000.0,123333.33
50,1,True,True,True,1900000000.0,63333.33
60,2,True,True,False,2100000000.0,70000.0
60,1,True,True,True,1920000000.0,64000.0
92,2,True,True,False,2500000000.0,83333.33
57,1,True,True,True,2300000000.0,76666.67
72,2,True,True,False,2300000000.0,76666.67
71,2,True,True,False,2280000000.0,76000.0
123,2,True,True,True,3600000000.0,120000.0
50,1,True,True,True,1950000000.0,65000.0
58,1,True,True,True,1850000000.0,61666.67
54,1,True,True,True,2050000000.0,68333.33
85,2,True,True,True,2350000000.0,78333.33
85,2,True,True,True,3450000000.0,115000.0
125,3,False,True,True,1300000000.0,43333.33
55,1,True,True,True,1920000000.0,64000.0
72,2,True,True,True,2500000000.0,83333.33
58,1,True,True,True,1850000000.0,61666.67
115,2,True,True,True,5200000000.0,173333.33
100,2,True,True,True,3450000000.0,115000.0
116,2,True,True,True,4170000000.0,139000.0
105,2,True,True,True,3250000000.0,108333.33
60,1,True,True,False,1800000000.0,60000.0
53,1,True,True,True,2120000000.0,70666.67
55,1,True,True,True,1780000000.0,59333.33
76,2,True,True,True,2250000000.0,75000.0
111,3,True,True,True,3500000000.0,116666.67
77,2,True,True,True,2150000000.0,71666.67
58,1,True,True,True,1860000000.0,62000.0
94,2,True,True,False,3200000000.0,106666.67
58,1,True,True,True,1880000000.0,62666.67
108,2,True,True,True,3300000000.0,110000.0
56,1,True,True,True,2000000000.0,66666.67
84,2,True,True,True,3250000000.0,108333.33
60,2,True,True,True,1950000000.0,65000.0
53,1,False,True,True,470000000.0,15666.67
73,2,True,True,True,2555000000.0,85166.67
73,2,False,False,True,1970000000.0,65666.67
150,3,True,True,True,5100000000.0,170000.0
114,2,True,True,True,3762000000.0,125400.0
66,2,True,True,True,1585000000.0,52833.33
53,1,False,True,True,540000000.0,18000.0
125,3,True,True,True,4000000000.0,133333.33
145,3,True,True,True,13625000000.0,454166.67
197,3,True,True,True,18715000000.0,623833.33
105,2,True,True,True,4000000000.0,133333.33
135,3,True,True,True,4050000000.0,135000.0
137,3,True,True,True,4660000000.0,155333.33
90,2,True,True,False,3200000000.0,106666.67
125,2,True,True,True,6625000000.0,220833.33
175,3,True,True,True,15500000000.0,516666.67
52,1,True,True,True,2300000000.0,76666.67
110,3,True,True,True,3100000000.0,103333.33
110,3,True,True,True,3100000000.0,103333.33
112,2,True,False,True,3300000000.0,110000.0
65,2,True,True,True,2150000000.0,71666.67
48,1,True,True,True,400000000.0,13333.33
105,2,True,True,True,2800000000.0,93333.33
56,1,True,True,True,2240000000.0,74666.67
108,2,True,True,True,1900000000.0,63333.33
78,2,True,True,True,2920000000.0,97333.33
85,2,True,True,True,520000000.0,17333.33
105,2,True,True,True,535000000.0,17833.33
145,3,True,True,True,11000000000.0,366666.67
145,3,True,True,True,8990000000.0,299666.67
140,3,True,True,True,6200000000.0,206666.67
66,2,True,True,True,1580000000.0,52666.67
121,3,True,True,True,3650000000.0,121666.67
105,2,True,True,True,3250000000.0,108333.33
150,2,False,True,True,1200000000.0,40000.0
98,2,True,True,True,4480000000.0,149333.33
108,2,True,True,True,3350000000.0,111666.67
95,2,True,True,True,2600000000.0,86666.67
64,1,False,False,True,900000000.0,30000.0
75,1,True,False,True,1875000000.0,62500.0
50,1,True,True,True,1950000000.0,65000.0
90,2,True,True,True,2500000000.0,83333.33
93,2,True,True,True,1510000000.0,50333.33
148,3,True,True,True,5750000000.0,191666.67
64,1,False,True,False,1050000000.0,35000.0
114,2,True,True,True,3600000000.0,120000.0
107,2,True,True,True,3500000000.0,116666.67
113,2,True,True,True,3270000000.0,109000.0
115,2,True,True,True,7400000000.0,246666.67
115,2,True,True,True,3600000000.0,120000.0
120,2,True,True,True,8400000000.0,280000.0
76,2,True,True,True,2700000000.0,90000.0
106,2,True,True,True,4520000000.0,150666.67
105,2,True,True,True,6900000000.0,230000.0
87,2,False,False,True,1570000000.0,52333.33
68,2,True,True,True,1970000000.0,65666.67
70,2,True,True,True,2580000000.0,86000.0
165,3,True,True,True,5250000000.0,175000.0
365,4,True,True,True,47450000000.0,1581666.67
175,3,True,True,True,15500000000.0,516666.67
50,1,True,True,True,1950000000.0,65000.0
70,2,True,True,True,4800000000.0,160000.0
165,3,True,True,True,10230000000.0,341000.0
115,2,True,True,True,5080000000.0,169333.33
93,2,True,False,True,2900000000.0,96666.67
181,3,True,True,True,13000000000.0,433333.33
57,1,True,True,True,1600000000.0,53333.33
175,3,True,True,True,11375000000.0,379166.67
146,3,True,True,True,8500000000.0,283333.33
135,3,True,True,True,6200000000.0,206666.67
50,1,True,True,True,1980000000.0,66000.0
110,2,True,True,True,535000000.0,17833.33
108,2,True,True,True,7000000000.0,233333.33
121,3,True,True,True,610000000.0,20333.33
220,3,True,True,True,35200000000.0,1173333.33
240,4,True,True,True,38500000000.0,1283333.33
90,2,True,True,True,5500000000.0,183333.33
117,2,True,True,True,12500000000.0,416666.67
142,3,True,True,True,7550000000.0,251666.67
55,1,True,True,False,1950000000.0,65000.0
85,2,True,True,True,3300000000.0,110000.0
162,3,True,True,True,16300000000.0,543333.33
100,2,True,True,True,6500000000.0,216666.67
165,3,True,True,True,12400000000.0,413333.33
150,3,True,True,True,15000000000.0,500000.0
83,2,True,True,True,1450000000.0,48333.33
200,3,True,False,True,10000000000.0,333333.33
95,2,True,True,True,6700000000.0,223333.33
82,2,True,True,True,2350000000.0,78333.33
112,3,True,True,True,5600000000.0,186666.67
96,2,True,True,True,3900000000.0,130000.0
86,3,True,True,True,425000000.0,14166.67
105,2,True,True,True,940000000.0,31333.33
115,2,True,True,True,3280000000.0,109333.33
87,2,True,True,True,3000000000.0,100000.0
165,3,True,True,True,11500000000.0,383333.33
135,3,True,True,True,7425000000.0,247500.0
110,2,True,True,True,3670000000.0,122333.33
80,2,True,True,True,3500000000.0,116666.67
66,2,True,True,True,1800000000.0,60000.0
88,2,True,True,True,1550000000.0,51666.67
70,1,True,True,False,870000000.0,29000.0
130,3,True,True,True,5600000000.0,186666.67
87,2,True,True,True,3000000000.0,100000.0
86,2,True,True,True,4500000000.0,150000.0
62,1,True,True,True,2400000000.0,80000.0
125,3,True,True,True,6300000000.0,210000.0
87,2,True,True,True,725000000.0,24166.67
70,2,True,True,True,2000000000.0,66666.67
65,2,True,True,True,2700000000.0,90000.0
64,2,True,True,True,2100000000.0,70000.0
62,2,True,True,True,2200000000.0,73333.33
70,2,True,True,True,2500000000.0,83333.33
140,3,True,True,True,8000000000.0,266666.67
125,3,True,True,True,7100000000.0,236666.67
68,2,True,True,True,2100000000.0,70000.0
67,2,True,False,False,2200000000.0,73333.33
64,2,True,True,True,2050000000.0,68333.33
64,2,True,True,False,1500000000.0,50000.0
95,2,True,True,False,3900000000.0,130000.0
97,2,True,True,True,770000000.0,25666.67
136,3,True,True,True,4300000000.0,143333.33
70,1,True,True,True,2400000000.0,80000.0
85,2,True,True,True,1507000000.0,50233.33
105,2,True,True,True,950000000.0,31666.67
50,1,True,False,True,1900000000.0,63333.33
57,1,True,True,True,2750000000.0,91666.67
121,3,True,True,True,610000000.0,20333.33
95,2,True,True,True,3300000000.0,110000.0
65,2,True,True,True,2380000000.0,79333.33
100,2,False,True,False,2000000000.0,66666.67
128,3,True,True,True,3950000000.0,131666.67
93,2,True,True,True,6000000000.0,200000.0
75,2,True,True,True,1275000000.0,42500.0
133,4,True,True,False,4700000000.0,156666.67
100,2,True,True,True,4450000000.0,148333.33
140,3,True,True,True,4800000000.0,160000.0
92,2,True,True,True,3570000000.0,119000.0
120,2,True,True,False,4500000000.0,150000.0
45,1,True,True,False,1030000000.0,34333.33
130,2,True,True,False,6890000000.0,229666.67
95,2,False,True,True,2185000000.0,72833.33
150,3,False,False,False,10500000000.0,350000.0
72,2,True,True,True,1206000000.0,40200.0
60,1,True,True,True,3350000000.0,111666.67
190,3,True,True,True,12000000000.0,400000.0
125,2,True,True,True,9750000000.0,325000.0
90,2,True,True,True,3420000000.0,114000.0
105,2,True,True,True,4100000000.0,136666.67
90,2,True,True,True,2850000000.0,95000.0
102,2,True,True,True,5600000000.0,186666.67
50,1,True,True,True,1500000000.0,50000.0
66,2,True,True,False,2250000000.0,75000.0
125,3,True,True,True,8750000000.0,291666.67
132,3,True,True,True,2050000000.0,68333.33
103,2,True,True,True,4300000000.0,143333.33
270,5,True,True,False,13500000000.0,450000.0
130,2,True,True,True,4180000000.0,139333.33
77,2,True,True,False,2020000000.0,67333.33
71,1,True,True,True,2300000000.0,76666.67
160,3,True,True,True,8320000000.0,277333.33
110,2,True,True,True,3410000000.0,113666.67
75,2,True,True,True,1980000000.0,66000.0
75,2,True,True,True,2400000000.0,80000.0
85,2,True,True,True,4500000000.0,150000.0
225,3,True,True,True,15750000000.0,525000.0
130,3,True,True,True,8500000000.0,283333.33
73,2,True,True,True,1679000000.0,55966.67
95,2,True,True,True,5500000000.0,183333.33
250,4,True,True,False,35000000000.0,1166666.67
65,2,True,True,True,1750000000.0,58333.33
64,2,True,True,True,2090000000.0,69666.67
94,2,True,True,True,4130000000.0,137666.67
110,2,True,True,True,375000000.0,12500.0
105,2,True,True,True,550000000.0,18333.33
145,3,True,True,True,9000000000.0,300000.0
105,2,True,True,True,875000000.0,29166.67
120,2,True,True,True,12000000000.0,400000.0
100,2,True,True,True,3100000000.0,103333.33
115,2,True,True,True,3800000000.0,126666.67
100,2,False,True,True,3300000000.0,110000.0
63,1,True,True,True,1280000000.0,42666.67
55,1,False,False,False,1900000000.0,63333.33
220,3,True,True,True,15400000000.0,513333.33
123,3,True,True,True,3300000000.0,110000.0
81,2,True,True,True,1420000000.0,47333.33
130,3,True,True,True,2800000000.0,93333.33
108,2,True,True,True,7700000000.0,256666.67
135,3,True,True,True,2950000000.0,98333.33
82,2,True,True,True,3500000000.0,116666.67
120,2,True,True,True,4250000000.0,141666.67
303,3,True,True,True,30000000000.0,1000000.0
200,3,True,True,True,18000000000.0,600000.0
50,1,True,True,True,1850000000.0,61666.67
80,2,True,True,True,3550000000.0,118333.33
100,2,True,True,True,1100000000.0,36666.67
85,2,True,True,True,2380000000.0,79333.33
44,1,True,True,False,1390000000.0,46333.33
115,2,True,True,True,8200000000.0,273333.33
75,2,True,True,True,2930000000.0,97666.67
65,1,True,True,True,2220000000.0,74000.0
86,2,True,True,True,3480000000.0,116000.0
106,2,True,True,True,5700000000.0,190000.0
203,3,True,True,True,36000000000.0,1200000.0
92,2,True,True,True,2700000000.0,90000.0
62,1,True,True,True,2170000000.0,72333.33
92,2,True,True,True,6700000000.0,223333.33
180,3,True,True,True,9900000000.0,330000.0
85,2,True,True,True,3150000000.0,105000.0
60,1,True,True,True,3300000000.0,110000.0
100,2,True,True,True,3400000000.0,113333.33
100,2,True,True,True,5100000000.0,170000.0
121,2,True,True,True,7500000000.0,250000.0
63,1,True,True,True,5600000000.0,186666.67
98,2,True,True,True,4400000000.0,146666.67
67,2,True,True,True,3500000000.0,116666.67
87,2,True,True,True,2830000000.0,94333.33
115,3,True,True,True,5300000000.0,176666.67
49,1,False,False,True,2300000000.0,76666.67
40,0,False,True,False,650000000.0,21666.67
130,3,True,True,True,8000000000.0,266666.67
144,3,True,True,False,8000000000.0,266666.67
66,2,True,True,True,1585000000.0,52833.33
53,1,True,True,True,2430000000.0,81000.0
88,2,True,True,True,3400000000.0,113333.33
105,2,True,True,True,3900000000.0,130000.0
90,2,True,True,True,6560000000.0,218666.67
125,2,True,True,True,11250000000.0,375000.0
75,2,True,True,True,2150000000.0,71666.67
170,3,True,True,True,17000000000.0,566666.67
204,3,True,True,True,32640000000.0,1088000.0
95,2,True,True,True,3600000000.0,120000.0
54,1,True,True,False,500000000.0,16666.67
98,2,True,True,True,3220000000.0,107333.33
90,2,True,True,True,3600000000.0,120000.0
97,2,True,True,True,3800000000.0,126666.67
71,2,True,True,True,2530000000.0,84333.33
150,3,True,True,True,12000000000.0,400000.0
116,3,True,True,True,8100000000.0,270000.0
120,2,True,True,True,8600000000.0,286666.67
79,2,True,True,True,2400000000.0,80000.0
79,2,True,True,True,3100000000.0,103333.33
135,2,True,True,True,10000000000.0,333333.33
110,2,True,True,True,3950000000.0,131666.67
75,2,True,True,False,1890000000.0,63000.0
110,3,True,True,True,4700000000.0,156666.67
87,2,True,True,True,3800000000.0,126666.67
75,2,True,True,True,3750000000.0,125000.0
108,2,True,True,True,3950000000.0,131666.67
110,2,True,True,True,5700000000.0,190000.0
100,2,True,True,True,5100000000.0,170000.0
63,1,True,True,True,1280000000.0,42666.67
140,3,True,True,True,9200000000.0,306666.67
72,2,True,True,False,2113000000.0,70433.33
73,2,True,True,False,2108000000.0,70266.67
145,3,True,True,True,12325000000.0,410833.33
75,2,True,True,False,2385000000.0,79500.0
92,2,True,True,True,6300000000.0,210000.0
80,2,True,True,True,2220000000.0,74000.0
127,2,True,True,True,8890000000.0,296333.33
66,2,True,True,True,1585000000.0,52833.33
74,2,True,True,True,3920000000.0,130666.67
105,3,True,True,True,1260000000.0,42000.0
112,3,True,True,False,1400000000.0,46666.67
120,2,True,True,True,7500000000.0,250000.0
123,3,True,True,True,500000000.0,16666.67
140,3,True,True,True,10000000000.0,333333.33
63,1,True,True,True,3500000000.0,116666.67
56,1,True,True,True,1950000000.0,65000.0
105,2,True,True,True,4350000000.0,145000.0
97,2,True,True,True,5000000000.0,166666.67
140,3,True,True,True,9200000000.0,306666.67
60,2,True,True,False,1650000000.0,55000.0
100,2,True,True,True,500000000.0,16666.67
54,1,False,True,True,2000000000.0,66666.67
90,2,True,True,True,6000000000.0,200000.0
92,2,True,True,True,3950000000.0,131666.67
65,2,False,True,False,1900000000.0,63333.33
76,2,True,True,True,896000000.0,29866.67
72,2,True,True,True,2600000000.0,86666.67
135,3,True,True,True,11500000000.0,383333.33
54,1,False,True,True,2000000000.0,66666.67
87,2,True,True,True,500000000.0,16666.67
255,3,True,True,True,26000000000.0,866666.67
100,2,True,True,False,4300000000.0,143333.33
194,2,True,True,True,19845000000.0,661500.0
600,2,True,True,True,9150000000.0,305000.0
160,3,True,True,True,13500000000.0,450000.0
98,2,True,True,True,6958000000.0,231933.33
133,3,False,False,False,1600000000.0,53333.33
108,2,True,True,True,5616000000.0,187200.0
76,2,True,True,True,2800000000.0,93333.33
73,2,True,True,True,1230000000.0,41000.0
76,2,True,True,True,3150000000.0,105000.0
80,2,True,True,True,3680000000.0,122666.67
92,2,True,True,True,6600000000.0,220000.0
130,2,True,True,True,8500000000.0,283333.33
71,2,True,True,True,1640000000.0,54666.67
56,1,True,True,True,1900000000.0,63333.33
105,2,True,True,True,890000000.0,29666.67
110,2,True,True,True,3750000000.0,125000.0
93,2,True,True,True,4370000000.0,145666.67
179,3,True,True,True,9645000000.0,321500.0
100,2,True,True,True,6200000000.0,206666.67
110,3,True,True,True,5200000000.0,173333.33
98,2,True,True,True,4850000000.0,161666.67
101,2,True,True,True,5550000000.0,185000.0
105,2,True,True,True,800000000.0,26666.67
157,3,True,True,True,9850000000.0,328333.33
180,3,True,True,True,9900000000.0,330000.0
90,2,True,True,True,1620000000.0,54000.0
97,2,True,True,True,760000000.0,25333.33
120,3,True,True,True,1272000000.0,42400.0
303,4,True,True,True,48000000000.0,1600000.0
60,1,True,True,True,3250000000.0,108333.33
245,5,True,True,True,14500000000.0,483333.33
100,2,True,True,True,790000000.0,26333.33
185,3,True,True,True,10750000000.0,358333.33
62,2,True,True,True,3500000000.0,116666.67
79,2,True,True,True,2999000000.0,99966.67
400,5,True,True,False,56000000000.0,1866666.67
